Text,Stemming,True Label,Predicted Label,Correct
Danantara dibentuk untuk memperkuat ekonomi Indonesia di masa depan. https://t.co/RdtY1Z05OT,danantara bentuk kuat ekonomi indonesia,1,1,True
ihsg jeblok danantara taiiiitaiiii gagal ini beli bmw akhirtaun,ihsg jeblok danantara taiiiitaiiii gagal beli bmw akhirtaun,0,0,True
danantara emang jago tingkatin pertumbuhan ekonomi https://t.co/w9dKWJRrXU,danantara emang jago tingkatin tumbuh ekonomi,1,1,True
@aynnsyaa_ Bca aja sih agak ngeri klo bank negeri(mengingat danantara)mending cari bank swasta aja aku aja mau ganti ke bca:),bca aja sih ngeri klo bank negerimengingat danantaramending cari bank swasta aja aja ganti bca,0,0,True
Gara gara danantara ini atm emak bapak w apa harus di pindahin juga aja ya? Pindahin kemana? BCA aman?,gara gara danantara atm emak w pindahin aja ya pindahin mana bca aman,0,0,True
@reaareaa__ Presiden Prabowo bener-bener kasih energi positif buat Danantara harapannya makin besar,presiden prabowo benerbener kasih energi positif danantara harap,1,1,True
lu dimintain duit buat beli kunci jawaban UNBK biar nilai UN lu bagus dan mereka ngejual kata kompak satu angkatan. si danantara ini jadi pengumpul duit nya plus nyariin kunci jawabannya. sedangkan tanpa sadar lu tau soal UNBK itu acak alias pejabat lu ada gila gila nya,lu dimintain duit beli kunci unbk biar nilai un lu bagus ngejual kompak angkat si danantara kumpul duit nya plus nyariin kunci jawab sadar lu tau unbk acak alias jabat lu gila gila nya,0,0,True
@reaareaa__ Setiap Presiden Prabowo dukung Danantara percaya deh bakal ada perubahan besar,presiden prabowo dukung danantara percaya deh ubah,1,1,True
Pembentukan Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara) tidak perlu membuat masyarakat panik atau menarik dana besar-besaran dari bank pemerintah. https://t.co/BLf5Cftis4,bentuk badan kelola investasi daya anagata nusantara bpi danantara masyarakat panik tarik dana besarbesaran bank perintah,1,1,True
mantap! Semoga Danantara jadi solusi ekonomi kita https://t.co/fGro7aIotB,mantap moga danantara solusi ekonomi,1,1,True
cuma di exabet88 slot gacor mudah maxwin! . #IndonesiaGelap #IndonesianIdol #PertaminaSarangKoruptor #DanantaraKonspirasiJahat #Danantara #indonesiaviral #Pertamax #Pertamina #slotonline #PertamaxOplosan #KorupsiPertamina #puasa #closingan #ramadhan #sidangisbat https://t.co/DW80Hq9wri,exabet88 slot gacor mudah maxwin indonesiagelap indonesianidol pertaminasarangkoruptor danantarakonspirasijahat danantara indonesiaviral pertamax pertamina slotonline pertamaxoplosan korupsipertamina puasa closingan ramadhan sidangisbat,0,0,True
@FrediRandi4 Presiden Prabowo yakin Danantara bersama global bisa wujudin Indonesia yang lebih maju dan keren,presiden prabowo danantara global wujudin indonesia maju keren,1,1,True
Pembicaraan di sini udah jadi macem warning soal danantara sih bisa disimak deh https://t.co/mFJSHzT4vz,bicara udah macem warning danantara sih simak deh,0,0,True
@TodungLubis Danantara bisa jadi kue besar yang siap dihabiskan oleh para big wolf Dunia keuangan. Mereka jauh lebih siap baik dari sisi SDM maupun teknologi. Atau mungkin Kita Hanya mampu menyewa baik SDM maupun perangkat mereka.,danantara kue habis big wolf dunia uang sisi sdm teknologi sewa sdm perangkat,0,0,True
Telkom Indonesia berkomitmen kembangkan teknologi dgn AI buat menunjang Danantara #telkomindonesia #bigbox #ai #danantara #artificialintelligence #tepatsolutifindonesia #bumn #elevatingyourfuture https://t.co/Ip4T5m3yHw,telkom indonesia komitmen kembang teknologi dgn ai tunjang danantara telkomindonesia bigbox ai danantara artificialintelligence tepatsolutifindonesia bumn elevatingyourfuture,1,1,True
@JedTeguh03 Terinspirasi sama langkah Presiden Prabowo yang bawa angin segar buat Danantara,inspirasi langkah presiden prabowo bawa angin segar danantara,1,1,True
korupsi baru diungkap setelah jalan 5 tahun bertepatan pula sama isu Danantara. sekarang fokus rakyat jadi terbelah bahas Pertamax sama bahas Danantara,korupsi ungkap jalan 5 tepat isu danantara fokus rakyat belah bahas pertamax bahas danantara,0,0,True
@AsahPolaPikir Tinggal danantara nh yg belum dikorup ,tinggal danantara nh yg korup,0,0,True
@GenZNusantara IHSG melonjak sentimen investor ikut naik. Kejelasan Danantara dan RUPST Himbara jadi penyemangat,ihsg lonjak sentimen investor jelas danantara rupst himbara semangat,1,1,True
@Simemaki Begini ini klo buzzeRp bayaran sempak robek murah kmu ngerti sop jurnalistik gak kmu paham ilmu investasi gak? Tar klo tau perush investasi soros inject ke Danantara elu bunuh diri mungkin goblog jangan ngajak2 deh belajar dulu ya narasi murahan kok disebar ndasmu,klo buzzerp bayar sempak robek murah kmu ngerti sop jurnalistik gak kmu paham ilmu investasi gak tar klo tau perush investasi soros inject danantara elu bunuh goblog ngajak2 deh ajar ya narasi murah sebar ndasmu,0,0,True
yuk dukung Danantara masa depan cerah di depan mata https://t.co/iiutp8CKky,yuk dukung danantara cerah mata,1,1,True
@GenZNusantara IHSG dalam posisi kuat bikin pasar makin yakin. Inspirasi datang dari Danantara dan RUPST Himbara,ihsg posisi kuat bikin pasar inspirasi danantara rupst himbara,1,1,True
@CNNIndonesia Yak tinggal nunggu danantara corrupt aja abistu kepenggal tuh pala si X,yak tinggal nunggu danantara corrupt aja abistu penggal tuh pala si x,0,0,True
Saatnya perkuat ekonomi dengan Danantara! #Danantara #EkonomiKuat #PertumbuhanEkonomi https://t.co/Hk2h1KRDaU,kuat ekonomi danantara danantara ekonomikuat pertumbuhanekonomi,1,1,True
Kritik Danantara tidak seindah janji kampanye Lihat video 明里! #TikTok https://t.co/OwK05DYPSN,kritik danantara indah janji kampanye lihat video tiktok,0,0,True
@JedTeguh03 Dukungan Presiden Prabowo bikin Danantara nggak pernah jalan sendiri,dukung presiden prabowo bikin danantara nggak jalan,1,1,True
@reaareaa__ Prabowo dukung Danantara tuh bukti keseriusan memajukan sektor potensial anak bangsa,prabowo dukung danantara tuh bukti serius maju sektor potensial anak bangsa,1,1,True
Danantara ikuti tren dunia alokasikan kekayaan negara biar infrastruktur makin kinclong https://t.co/gnaA52artV,danantara ikut tren dunia alokasi kaya negara biar infrastruktur kinclong,1,1,True
@Bara__Akbar Ompong bacotmu yg gak logis...,ompong bacot yg gak logis,0,0,True
Danantara hadir dengan strategi investasi yang tepat sasaran dan transparan. Mendorong pertumbuhan ekonomi berkelanjutan demi Indonesia yang semakin maju. #InvestasiStrategis #EkonomiTumbuh https://t.co/M60lb8YYB4,danantara hadir strategi investasi sasar transparan dorong tumbuh ekonomi lanjut indonesia maju investasistrategis ekonomitumbuh,1,1,True
@GenZNusantara Prabowo dan BPI Danantara pimpin revolusi ekonomi dengan perhatian pada keberlanjutan,prabowo bpi danantara pimpin revolusi ekonomi perhati lanjut,1,1,True
@FrediRandi4 Hasil kerja bareng Danantara dan global Joint Fund Rp 67 5 Triliun di bawah visi Presiden Prabowo bawa harapan baru,hasil kerja bareng danantara global joint fund rp 67 5 triliun visi presiden prabowo bawa harap,1,1,True
@FrediRandi4 Prestasi Joint Fund Rp 67 5 T Danantara layak dirayakan berkat Presiden Prabowo makin kelihatan masa depan cerah,prestasi joint fund rp 67 5 t danantara layak raya berkat presiden prabowo cerah,1,1,True
keren abis solusi masa depan dari Danantara https://t.co/72jy9n9cEx,keren abis solusi danantara,1,1,True
Mewujudkan ekonomi Indonesia yang mandiri dan berdaya saing tinggi #Danantara https://t.co/vqU7fNCzp2,wujud ekonomi indonesia mandiri daya saing danantara,1,1,True
Sangat sulit utk meyakini bahwa Danantara akan berhasil Prof. Semoga saya yg salah,sulit utk danantara hasil prof moga yg salah,0,0,True
@GenZNusantara Pasar cerah IHSG pun tambah ceria. Kepercayaan timbul berkat kejelasan Danantara dan hasil sukses RUPST Himbara,pasar cerah ihsg ceria percaya timbul berkat jelas danantara hasil sukses rupst himbara,1,1,True
@KangManto123 Ihsg sudah menurun sebelum ada danantara. Investor asing banyak yg cabut karena nilai rupiahnya yg makin lemah. Percuma saham gaining tapi rupiahnya anjlok engga dapet apa2 mereka,ihsg turun danantara investor asing yg cabut nilai rupiah yg lemah saham gaining rupiah anjlok engga dapet apa2,0,0,True
Danantara Kepanjangan nya Dana antara kamu dan dia gitu ga artinya?,danantara panjang nya dana gitu ga,0,0,True
@GenZNusantara Ada yang lagi happy nih! IHSG menguat investor makin percaya. Thanks to kejelasan Danantara dan positifnya RUPST Himbara,happy nih ihsg kuat investor percaya thanks to jelas danantara positif rupst himbara,1,1,True
@sarah_pndjtn @aniesbaswedan Yang ada se Indonesia dikibuli sama statement pengurus danantara,indonesia kibul statement urus danantara,0,0,True
@xfrbn @Andri_Kun04 Ya begitu deh bang gak tau yak masih oplosan atau engga yang pasti ini berita dinaekin sekarang buat nutupin danantara sama faktanya orang Pertamina plus mobil kepresidenan aja isinya shell pertamina nih jualnya taik bukan bensin,ya deh bang gak tau yak oplos engga berita dinaekin nutupin danantara fakta orang pertamina plus mobil presiden aja isi shell pertamina nih jual taik bensin,0,0,True
takut di potong buat danantara,takut potong danantara,0,0,True
CEO Danantara Rosan Roeslani Tegaskan Komitmen Tata Kelola yang Transparan dan Berintegritas https://t.co/oOMiUqtLFM @Danantara_ri @RosanRoeslani @KemenBUMN @erickthohir https://t.co/ad0LPpSFVZ,ceo danantara ros roeslani tegas komitmen tata kelola transparan integritas,1,1,True
Electrizen Danantara Indonesia telah resmi dibentuk pada 24 Februari 2025 oleh Presiden Prabowo Subianto. Melalui Danantara kekuatan ekonomi bangsa akan menjadi energi masa depan yang membawa manfaat bagi seluruh rakyat! #PLN https://t.co/GIFkCYN5Rq,electrizen danantara indonesia resmi bentuk 24 februari 2025 presiden prabowo subianto danantara kuat ekonomi bangsa energi bawa manfaat rakyat pln,1,1,True
@kegblgnunfaedh Awas pengalihan isu DANANTARA.,awas alih isu danantara,0,0,True
berita anjing hari ini 1. pertamax dioplos pertalite 2. zionist jadi pengawas danantara OALAH KOCAK,berita anjing 1 pertamax oplos pertalite 2 zionist awas danantara oalah kocak,0,0,True
@GenZNusantara IHSG memanas kepercayaan investor meningkat. Kejelasan Danantara dan hasil RUPST Himbara jadi tiang pancang,ihsg panas percaya investor tingkat jelas danantara hasil rupst himbara tiang pancang,1,1,True
@saniisas_ @Illustragic @tanyakanrl Aku kan ada tabungan rencana di livin itu danantara pake uang itu gasih? Tabungan rencana itu yg gabisa cair itu kak cairnya pas udh japo. Takut bgt itu uang buat anak sekolah,tabung rencana livin danantara pake uang gasih tabung rencana yg gabisa cair kak cair pas udh japo takut bgt uang anak sekolah,0,0,True
@TheCurut007 Yg harus kau awasi itu pengurus danantara yg orang asing Saya lihat kau macam Snack Leo kripik kentang besar bungkus tapi isi didalam angin semua,yg kau awas urus danantara yg orang asing lihat kau snack leo kripik kentang bungkus isi dalam angin,0,0,True
@tham878 Anjriiit Penjelasan kek gini dibilang mantap. Bang @NasbiHasan @pco_ri budget buzzer nya dinaikin lah biar gk dungu parah kek gini. MI = trader?? Danantara narik investasi?? AUM besar = kredibel?? KPK cm audit BUMN?? and so on and so forth Buzzer IQ 58 #IndonesiaGelap,anjriiit jelas kek gin bilang mantap bang budget buzzer nya dinaikin biar gk dungu parah kek gin mi trader danantara narik investasi aum kredibel kpk cm audit bumn and so on and so forth buzzer iq 58 indonesiagelap,0,0,True
BPI danantara meningkatkan perekonomian indonesia #BPIDanantara https://t.co/LTKr3igESw,bpi danantara tingkat ekonomi indonesia bpidanantara,1,1,True
@LeonPriceleon48 Kami percaya Danantara bisa membawa perubahan! #DanantaraBangunNegeri Semangat pantang menyerah masa,percaya danantara bawa ubah danantarabangunnegeri semangat pantang serah,1,1,True
 Apalagi kau membela Antek-antek Asing! Apalagi kau bela Antek-antek Asing !! @prabowo dan @Danantara_ri . #JokowiMusuhRakyat #JokowiMusuhRakyat https://t.co/mTT9YbLgS3,kau bela antekantek asing kau bela antekantek asing jokowimusuhrakyat jokowimusuhrakyat,0,0,True
Ya kan udah gabung Danantara kok negara merugi?,ya udah gabung danantara negara rugi,0,0,True
Salah satu kasus untuk memuluskan danantara... #DanantaraKonspirasiJahat #IndonesiaGelap,salah mulus danantara danantarakonspirasijahat indonesiagelap,0,0,True
@JedTeguh03 Presiden Prabowo kasih energi positif buat Danantara semoga jadi pemicu lahirnya inovasi-inovasi baru,presiden prabowo kasih energi positif danantara moga picu lahir inovasiinovasi,1,1,True
@dheppylovelly Kalau Danantara jalan dengan transparansi kita solid mendukung,danantara jalan transparansi solid dukung,1,1,True
 Optimalkan aset dorong investasi dan wujudkan kesejahteraan nasional bersama Danantara! #InvestasiMasaDepan #KesejahteraanNasional https://t.co/nBw8tAgI8t,optimal aset dorong investasi wujud sejahtera nasional danantara investasimasadepan kesejahteraannasional,1,1,True
@GenZNusantara Kepercayaan investor tumbuh saat IHSG naik. RUPST Himbara dan manajemen Danantara memberi angin positif untuk pasar,percaya investor tumbuh ihsg rupst himbara manajemen danantara angin positif pasar,1,1,True
@JedTeguh03 Liat Presiden Prabowo dukung Danantara tuh bikin tambah optimis sama peluang kita,liat presiden prabowo dukung danantara tuh bikin optimis peluang,1,1,True
Danantara mengakselerasi pertumbuhan ekonomi dengan investasi yang strategis #Danantara https://t.co/wmcu6CpYl1,danantara akselerasi tumbuh ekonomi investasi strategis danantara,1,1,True
Investasi yang dikelola Danantara akan mendukung pertumbuhan industri dan usaha baru yang berdampak pada lapangan kerja baru. #Fakta #BPIDanantara #EkonomiKuat #TerusTerang https://t.co/VCILkuHMDj,investasi kelola danantara dukung tumbuh industri usaha dampak lapang kerja fakta bpidanantara ekonomikuat terusterang,1,1,True
Danantara Indonesia hadir sebagai pengelola investasi strategis yang menghimpun mengarahkan dan mengoptimalkan peluang investasi. #DanantaraUntukBangsa #InvestasiMasaDepan #IndonesiaMaju https://t.co/FpRrH7WLPu,danantara indonesia hadir kelola investasi strategis himpun arah optimal peluang investasi danantarauntukbangsa investasimasadepan indonesiamaju,1,1,True
@4justice_100225 Danantara memang inspirasi untuk kita semua! #danantarabangunnegeri,danantara inspirasi danantarabangunnegeri,1,1,True
Apakah Danantara akan berinvestasi di perusahaan-perusahaan swasta mau bangkrut dan gagal bayar utang di Indonesia dengan alasan demi mencegah PHK ? Ya bisa saja karena kan ya suka-suka mereka aja.,danantara investasi perusahaanperusahaan swasta bangkrut gagal bayar utang indonesia alas cegah phk ya ya sukasuka aja,0,0,True
@GenZNusantara Langkah Prabowo dengan BPI Danantara bikin optimis mari songsong ekonomi baru!,langkah prabowo bpi danantara bikin optimis mari songsong ekonomi,1,1,True
