Text,Text Clean,Label,Predicted Label,Correct;;;
@mardigu024 UU PENYITAAN ASET DI SAHKAN DULU KEMUDIAN UNTUK PARA KORUPTOR 1. DI SURUH GANTI 10-100 KALILIPAT DARI YANG DIKORUPSINYA (masuk ke danantara) 2. DI CABUT DARI SEGALA JABATAN STRATEGIS (diberhentikan) 3. DICABUT HAK POLITIKNYA (biar tidak ada bekas koruptor ikutan politik),UU PENYITAAN ASET DI SAHKAN DULU KEMUDIAN UNTUK PARA KORUPTOR 1 DI SURUH GANTI 10100 KALILIPAT DARI YANG DIKORUPSINYA masuk ke danantara 2 DI CABUT DARI SEGALA JABATAN STRATEGIS diberhentikan 3 DICABUT HAK POLITIKNYA biar tidak ada bekas koruptor ikutan politik,1,0,False;;;
@Marchfoward Indog akan menyusul 1MDB dengan kekuatan penuh dari DANANTARA,Indog akan menyusul 1MDB dengan kekuatan penuh dari DANANTARA,0,1,False;;;
Pak SBY bener2 yeh beliau kmrin bilang di wawancara eksklusif Retno Pinasti SCTV ....presiden RI hanya satu yaitu pak Prabowo tidak ada matahari kembar jadi kita harus menghormati beliau . ah tp ternyata ga beda juga skrg sm Mul mulai join sana sini sejak Danantara kmrin,Pak SBY bener2 yeh beliau kmrin bilang di wawancara eksklusif Retno Pinasti SCTV presiden RI hanya satu yaitu pak Prabowo tidak ada matahari kembar jadi kita harus menghormati beliau ah tp ternyata ga beda juga skrg sm Mul mulai join sana sini sejak Danantara kmrin,0,1,False;;;
@canyonnmoony @tanyakanrl Sebenarnya kurang cocok klo analoginya dengan judol karna kalo judol itu pasti akan kalah. Sementara kalo investasi memang ada resiko tp kalo perhitungan nya pas dan manajemen resikonya baik pasti dapat meminimalisir kerugian. Semoga saja danantara dapat mengelola resiko yg ada,Sebenarnya kurang cocok klo analoginya dengan judol karna kalo judol itu pasti akan kalah Sementara kalo investasi memang ada resiko tp kalo perhitungan nya pas dan manajemen resikonya baik pasti dapat meminimalisir kerugian Semoga saja danantara dapat mengelola resiko yg ada,1,0,False;;;
@phernior harusnya dana nasabah gak diapa2in ya soalnya yg diolah si danantara itu dividen dan masih ada lps juga.. tapi kan kita udah trust issue duluan yak wkwk,harusnya dana nasabah gak diapa2in ya soalnya yg diolah si danantara itu dividen dan masih ada lps juga tapi kan kita udah trust issue duluan yak wkwk,0,1,False;;;
Danantara itu bisa berhasil bisa gagal pula. Peluangnya sama besar 50:50. Daripada berpikir akan hancur berantakan kenapa tak berpikir positif dan berharap akan berhasil? Masyarakat bisa berpartisipasi dengan ikut mengawal dan berani bersuara jika ada yg salah.,Danantara itu bisa berhasil bisa gagal pula Peluangnya sama besar 5050 Daripada berpikir akan hancur berantakan kenapa tak berpikir positif dan berharap akan berhasil Masyarakat bisa berpartisipasi dengan ikut mengawal dan berani bersuara jika ada yg salah,1,0,False;;;
@tijabar Negara kita sangat menghargai para koruptor buktinya tuh mantan koruptor jadi petinggi Danantara. Jadi hhmmm cuma omon omon pemberantasan korupsi waduk kerud ,Negara kita sangat menghargai para koruptor buktinya tuh mantan koruptor jadi petinggi Danantara Jadi hhmmm cuma omon omon pemberantasan korupsi waduk kerud,0,1,False;;;
Concern ke domestik aja gak bisa juga ngontrol kebijakan fiskal / politik LN yang bikin fund outflow. Isu PPN; lemahnya daya beli; skandal korupsi dan yang terakhir Danantara bisa jg jadi faktor orang keep their money atau malah rush kabur dari market. In short term.,Concern ke domestik aja gak bisa juga ngontrol kebijakan fiskal politik LN yang bikin fund outflow Isu PPN lemahnya daya beli skandal korupsi dan yang terakhir Danantara bisa jg jadi faktor orang keep their money atau malah rush kabur dari market In short term,1,0,False;
@dheppylovelly Kita semua punya peran bantu investasi makin bersih dengan dukung Danantara ,Kita semua punya peran bantu investasi makin bersih dengan dukung Danantara,1,0,False;;;
bos danantara udh bilang naik turun itu biasa.. yg jadi pertanyaan turunnya sampe kapan? ,bos danantara udh bilang naik turun itu biasa yg jadi pertanyaan turunnya sampe kapan,0,1,False;;;
Kalau dari Makro yang harusnya hancur sih US. karena outflow darisana dengan ktdakpastian ekonomi tenggat hutang dbayarkan bubble properti kombinasi bnyak hal. ini bukunya jelasin itu harusnya. Tapi krena habis cabut danantara dan ngepost org titipan jadi cocokmologi,Kalau dari Makro yang harusnya hancur sih US karena outflow darisana dengan ktdakpastian ekonomi tenggat hutang dbayarkan bubble properti kombinasi bnyak hal ini bukunya jelasin itu harusnya Tapi krena habis cabut danantara dan ngepost org titipan jadi cocokmologi,1,0,False;;;
@BisKota_ Pesenan donat jco nya ray dalio kali. Kan doi mau resign dari danantara,Pesenan donat jco nya ray dalio kali Kan doi mau resign dari danantara,1,0,False;;;
@FrediRandi4 Upaya Presiden Prabowo bersama Danantara menebar harapan positif lewat Joint Fund global ini,Upaya Presiden Prabowo bersama Danantara menebar harapan positif lewat Joint Fund global ini,0,1,False;;;
Terdengar bahwa komunikasi antara beliau dan pihak Danantara masih terjalin meskipun keterlibatan dalam struktur resmi tampaknya tidak menjadi pilihan saat ini bagi beliau. ,Terdengar bahwa komunikasi antara beliau dan pihak Danantara masih terjalin meskipun keterlibatan dalam struktur resmi tampaknya tidak menjadi pilihan saat ini bagi beliau,0,1,False;;;
Lebih tepat sebenarnya Presiden luncurkan dahulu SATGAS Pembersihan korupsi langsung dibawah koordinasi Wapres/Gibran. Baru kemudian BPI Danantara.,Lebih tepat sebenarnya Presiden luncurkan dahulu SATGAS Pembersihan korupsi langsung dibawah koordinasi WapresGibran Baru kemudian BPI Danantara,0,1,False;;;
@AndiPitopang7 Katanya mau bangun banyak stadion banyak sekolah rakyat dll. Pake lho dana dari Danantara wkwkwkwk,Katanya mau bangun banyak stadion banyak sekolah rakyat dll Pake lho dana dari Danantara wkwkwkwk,1,0,False;;;
@tanyakanrl Duit lu gaakan diambil karena ada danantara ,Duit lu gaakan diambil karena ada danantara,1,0,False;;;
@CNNIndonesia Berarti kepentingan politik gak akan dicegah di danantara . Makasih sudah mengkonfirmasi pak jokowi. .,Berarti kepentingan politik gak akan dicegah di danantara Makasih sudah mengkonfirmasi pak jokowi,0,1,False;;;
@ardisatriawan Hidup danantara. Terus taruh duit di goto.... Modyaaarrr. Bukan korupsi yang bisa diperiksa KPK. Bubarrr,Hidup danantara Terus taruh duit di goto Modyaaarrr Bukan korupsi yang bisa diperiksa KPK Bubarrr,1,0,False;;;
@anarkinks karena beliau seorang Menteri peran beliau sebagai regulator kebijakan negara berpengaruh ke hajat hidup orang banyak baru kebijakan LPG kemarin aja pada kalang kabut kan beda sama temanmu yg DO gak tau kuliahnya sambil ngapain bismillah komisaris Danantara ,karena beliau seorang Menteri peran beliau sebagai regulator kebijakan negara berpengaruh ke hajat hidup orang banyak baru kebijakan LPG kemarin aja pada kalang kabut kan beda sama temanmu yg DO gak tau kuliahnya sambil ngapain bismillah komisaris Danantara,0,1,False;;;
@PngAdilnR4kyt Bro2 DANANTARA BERAPA MODALNYA CUMA 24 7 TRILIUN MASA IYA BISA MENENGGELAMKAN INDONESIA NGACO NIH TUA BANGKA . LIHAT KORUPSI PERTAMINA PENGOPLOSAN AJA 139T BAH ITU AJA BELUM SEBERAPA,Bro2 DANANTARA BERAPA MODALNYA CUMA 24 7 TRILIUN MASA IYA BISA MENENGGELAMKAN INDONESIA NGACO NIH TUA BANGKA LIHAT KORUPSI PERTAMINA PENGOPLOSAN AJA 139T BAH ITU AJA BELUM SEBERAPA,1,0,False;;;
Ray Dalio bukan orang sembarangan. Dia gak bakal gabung ke proyek yang setengah matang atau penuh drama politik. Bisa jadi dia ngeliat Danantara ini bukan bener-bener lembaga investasi yang independen tapi lebih kayak alat PR buat kekuasaan. Strukturnya di bawah Presiden tapi https://t.co/qRUlUP1CQI,Ray Dalio bukan orang sembarangan Dia gak bakal gabung ke proyek yang setengah matang atau penuh drama politik Bisa jadi dia ngeliat Danantara ini bukan benerbener lembaga investasi yang independen tapi lebih kayak alat PR buat kekuasaan Strukturnya di bawah Presiden tapi,0,1,False;;;
@are_inismyname @prabowo @jokowi @Gerindra @setkabgoid @IrawanRommi @Ndons_Back @zarryhendrik @kurawa @Kimberley_PS08 @BANGSAygSUJUD @temanduit @Lembayung071 Perekonomian disusun atas asas kekeluargaan door danantara lahir. Keluarga banget itu. ,Perekonomian disusun atas asas kekeluargaan door danantara lahir Keluarga banget itu,0,1,False;;;
Danantara kunci dorong investasi ri. #DanantaraMasaDepanIndonesia https://t.co/EgjWaaFMXL,Danantara kunci dorong investasi ri DanantaraMasaDepanIndonesia,1,1,True;;;
@NenkMonica Makin gob aja kebijakan nya.. Pabrik tekstil lokal gulung tikar.. Trus danantara buat apa?,Makin gob aja kebijakan nya Pabrik tekstil lokal gulung tikar Trus danantara buat apa,0,0,True;;;
@JedTeguh03 Dukungan Presiden Prabowo jadi amunisi baru buat Danantara,Dukungan Presiden Prabowo jadi amunisi baru buat Danantara,1,1,True;;;
No one: Nobody: Ray Dalio setelah keluar danantara: Well . Get well soon Indonesia,No one Nobody Ray Dalio setelah keluar danantara Well Get well soon Indonesia,0,0,True;;;
@GenZNusantara IHSG terus menunjukkan tren positif. Pengelolaan Danantara dan hasil RUPST Himbara jadi booster investasi,IHSG terus menunjukkan tren positif Pengelolaan Danantara dan hasil RUPST Himbara jadi booster investasi,1,1,True;;;
Dony Oskaria Ungkap Seluruh BUMN bakal Dikelola Danantara sebelum RUPS Maret 2025 https://t.co/kIJUv7NKx0,Dony Oskaria Ungkap Seluruh BUMN bakal Dikelola Danantara sebelum RUPS Maret 2025,1,1,True;;;
@ameriken0__ Ga kuat dia lihat isian danantara,Ga kuat dia lihat isian danantara,0,0,True;;;
@dheppylovelly Dukung Danantara sama dengan dukung Negeri. Integritas dan transparansi perlu dijaga,Dukung Danantara sama dengan dukung Negeri Integritas dan transparansi perlu dijaga,1,1,True;;;
Dia tau isi danantara itu tikus tikus makanya mundur,Dia tau isi danantara itu tikus tikus makanya mundur,0,0,True;;;
@Uki23 italah akrab kan satu tujuan yaitu MENDAPATKAN UANG SEBANYAK BANYAK NYA DARI DANANTARA CARA BARU MERAMPOK APBN.DGN DALIH EFISIANSI UNTUK BISA KORUPSI.,italah akrab kan satu tujuan yaitu MENDAPATKAN UANG SEBANYAK BANYAK NYA DARI DANANTARA CARA BARU MERAMPOK APBNDGN DALIH EFISIANSI UNTUK BISA KORUPSI,0,0,True;;;
@fs2108 @8Madridista_ @ainurohman Ngaku Anti Aseng tapi pimpinan Danantara import koruptor Aseng What a fucking irony https://t.co/LVYOCxOZKx,Ngaku Anti Aseng tapi pimpinan Danantara import koruptor Aseng What a fucking irony,0,0,True;;;
@GenZNusantara BPI Danantara siap bikin kita bangga jadi bagian dari transformasi ekonomi,BPI Danantara siap bikin kita bangga jadi bagian dari transformasi ekonomi,1,1,True;;;
@GenZNusantara 8% di depan mata with BPI Danantara menjadikan Indonesia destinasi investasi yang powerful,8 di depan mata with BPI Danantara menjadikan Indonesia destinasi investasi yang powerful,1,1,True;;;
@GenZNusantara IHSG menguat bikin investor kembali semangat. Kepastian dari Danantara dan hasil positif RUPST Himbara sanga,IHSG menguat bikin investor kembali semangat Kepastian dari Danantara dan hasil positif RUPST Himbara sanga,1,1,True;;;
@xquitavee ihsg melesat karena danantara duh goblok nya buzzer buzzer binaan mulyono wkkwkwkwkwkwkw,ihsg melesat karena danantara duh goblok nya buzzer buzzer binaan mulyono wkkwkwkwkwkwkw,0,0,True;;;
DANANTARA: PANDUAN UNTUK ORANG IDIOT | PORTAL ISLAM https://t.co/Wx5NmkufLB BACA KALAU SEMPAT ATAU PUNYA KUOTA. ,DANANTARA PANDUAN UNTUK ORANG IDIOT PORTAL ISLAM BACA KALAU SEMPAT ATAU PUNYA KUOTA,0,0,True;;;
Danantara tingkatkan investasi https://t.co/lxFQxjvx0Z,Danantara tingkatkan investasi,1,1,True;;;
@FrediRandi4 Makin yakin sama masa depan Indonesia Danantara dan global Join Fund Rp 67 5 T wujud nyata visi Presiden Prabowo,Makin yakin sama masa depan Indonesia Danantara dan global Join Fund Rp 67 5 T wujud nyata visi Presiden Prabowo,1,1,True;;;
@KangManto123 Cara menjatuhkan bank plat merah Gabung ke danantara Saham nya langsung turun dan BCA naik 18% Itulah politik ekonomi kapitalis,Cara menjatuhkan bank plat merah Gabung ke danantara Saham nya langsung turun dan BCA naik 18 Itulah politik ekonomi kapitalis,0,0,True;;;
Danantara Wujud Komitmen pengelolaan investasi berkelanjutan. #Danantara #DukungDanantara #EkonomiStabil #StrategiOptimal,Danantara Wujud Komitmen pengelolaan investasi berkelanjutan Danantara DukungDanantara EkonomiStabil StrategiOptimal,1,1,True;;;
@GenZNusantara IHSG beri rasa lega dan percaya diri siap berinvestasi lebih. Dengan kabar baik RUPST Himbara dan keterbukaan Danantara,IHSG beri rasa lega dan percaya diri siap berinvestasi lebih Dengan kabar baik RUPST Himbara dan keterbukaan Danantara,1,1,True;;;
Presiden Prabowo: Generasi mendatang berhak atas pengelolaan investasi yang jujur. #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia https://t.co/QJkuWJG6pR,Presiden Prabowo Generasi mendatang berhak atas pengelolaan investasi yang jujur berita danantara presidenprabowo investasi tepatsolutifindonesia,1,1,True;;;
Danantara Hadir Sebagai Fondasi Baru Tata kelola Investasi Nasional #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/7CeB63qU0F,Danantara Hadir Sebagai Fondasi Baru Tata kelola Investasi Nasional Danantara KerjaSamaDanantara InvestasiDanantara DukungDanantara,1,1,True;;;
Keamanannya jelek malah mau sok-sokan buat danantara. Gila.,Keamanannya jelek malah mau soksokan buat danantara Gila,0,0,True;;;
Pertamax ini beneran buat ngubur Danantara. Pelakunya ketangkep karena penguasa udah siapin mereka buat jadi kambingnya.. Ahai panggung korupsi di indo ini gede banget ternyata.. Kita idup di antara tumpukan hutang negara.. Sewaktu-waktu tinggal kolaps aja..,Pertamax ini beneran buat ngubur Danantara Pelakunya ketangkep karena penguasa udah siapin mereka buat jadi kambingnya Ahai panggung korupsi di indo ini gede banget ternyata Kita idup di antara tumpukan hutang negara Sewaktuwaktu tinggal kolaps aja,0,0,True;;;
@reaareaa__ Presiden Prabowo pun percaya Danantara bisa maju bareng keren banget,Presiden Prabowo pun percaya Danantara bisa maju bareng keren banget,1,1,True;;;
@MARQUEZ__93 @prabowo @Gerindra @bang_dasco Yaudah... Taroh di Danantara aja semua tuh geng solo... Lumayan ngurusin Koperasi Merah putih.. Biar langsung Profit. 50% setahun.,Yaudah Taroh di Danantara aja semua tuh geng solo Lumayan ngurusin Koperasi Merah putih Biar langsung Profit 50 setahun,0,0,True;;;
@abu_waras Mereka cuma ganti kostum sama penerus nya kan pertamina masuk danantara jadi ganti jamaah rasuah nya wkkkk Sisa nya mah dia2 juga,Mereka cuma ganti kostum sama penerus nya kan pertamina masuk danantara jadi ganti jamaah rasuah nya wkkkk Sisa nya mah dia2 juga,0,0,True;;;
@JedTeguh03 Presiden Prabowo terus sebar energi positif lewat dukungan ke Danantara,Presiden Prabowo terus sebar energi positif lewat dukungan ke Danantara,1,1,True;;;
Danantara resmi beroperasi diresmikan Presiden Prabowo BUMN ttp jalankan PSO #berita #danantara #presidenprabowo #investasi #bumn #pso #publicserviceobligation #tepatsolutifindonesia WhatsApp Gita Personal Assistant https://t.co/FJfdLN0qGz,Danantara resmi beroperasi diresmikan Presiden Prabowo BUMN ttp jalankan PSO berita danantara presidenprabowo investasi bumn pso publicserviceobligation tepatsolutifindonesia WhatsApp Gita Personal Assistant,1,1,True;;;
Danantara menjadi motor penggerak transformasi ekonomi Indonesia menuju masa depan cerah #IndonesiaMaju https://t.co/4UE6cZokYM,Danantara menjadi motor penggerak transformasi ekonomi Indonesia menuju masa depan cerah IndonesiaMaju,1,1,True;;;
@nardie_bonek MBG dijadikan alasan efisiensi bbrp anggaran. Ternyata yg gede nya buat nyimpen d Danantara. Yasudah.. Tau sendiri rezim ini kelanjutan dr yg kemaren.,MBG dijadikan alasan efisiensi bbrp anggaran Ternyata yg gede nya buat nyimpen d Danantara Yasudah Tau sendiri rezim ini kelanjutan dr yg kemaren,0,0,True;;;
@reaareaa__ Sikap Presiden Prabowo dukung Danantara jadi motivasi buat pelaku startup lain,Sikap Presiden Prabowo dukung Danantara jadi motivasi buat pelaku startup lain,1,1,True;;;
@JedTeguh03 Dengan Presiden Prabowo support Danantara Indonesia siap bersaing global,Dengan Presiden Prabowo support Danantara Indonesia siap bersaing global,1,1,True;;;
@reaareaa__ Presiden Prabowo dan Danantara tuh kolaborasi yang ditunggu banget,Presiden Prabowo dan Danantara tuh kolaborasi yang ditunggu banget,1,1,True;;;
Dengan Danantara ekonomi Indonesia akan berkembang pesat dan berdaya saing global! #EkonomiTangguh #Danantara https://t.co/AGoOHlRB8a,Dengan Danantara ekonomi Indonesia akan berkembang pesat dan berdaya saing global EkonomiTangguh Danantara,1,1,True;;;
@Anak__Ogi Manusia tolol @Ndrewstjan ini udh ngeblokir gw krn dia nyindir tempo yg d danai aseng tp danantara yg jelas berisi eks koruptor aseng ga dia komentari wkkw. Kasihan dia anak istri dia dikasih makan duit haram hasil ngebuzzer,Manusia tolol ini udh ngeblokir gw krn dia nyindir tempo yg d danai aseng tp danantara yg jelas berisi eks koruptor aseng ga dia komentari wkkw Kasihan dia anak istri dia dikasih makan duit haram hasil ngebuzzer,0,0,True;;;
@ujgSigarantang @ldaWijayanti @intinyadeh Bisa jadi nanti Danantara kalau misal rugi datanya bakal dimainin biar rakyat kira hasilnya positif,Bisa jadi nanti Danantara kalau misal rugi datanya bakal dimainin biar rakyat kira hasilnya positif,0,0,True;;;
Burung Jalak Burung Dara Burung Dara burung romantis Babi Pengkhianat di Danantara Jokowi Korupsi OCCRP bikin miris #JokowiPredatorKorup #JokowiPredatorKorup,Burung Jalak Burung Dara Burung Dara burung romantis Babi Pengkhianat di Danantara Jokowi Korupsi OCCRP bikin miris JokowiPredatorKorup JokowiPredatorKorup,0,0,True;;;
Ngawas pertamina aja gabisa apalagi ngawasin DANANTARA? Gajelas ET!,Ngawas pertamina aja gabisa apalagi ngawasin DANANTARA Gajelas ET,0,0,True;;;
@GenZNusantara Pasar menebar optimisme pas IHSG naik. Keputusan RUPST Himbara dan kejelasan manajemen Danantara jadi klop,Pasar menebar optimisme pas IHSG naik Keputusan RUPST Himbara dan kejelasan manajemen Danantara jadi klop,1,1,True;;;
Terlepas dari banyak kontroversi para petinggi Danantara. Ini adalah angin segar buat perekonomian Indonesia.,Terlepas dari banyak kontroversi para petinggi Danantara Ini adalah angin segar buat perekonomian Indonesia,1,1,True;;;
@ebe_ganzo @KangManto123 Utk org Indonesia... Pasti taulah dgn pertanyaan ada apa itu oom Si Ray ini biarpun org hebat tp mungkin buta pengetahuan ttg Indonesia Kalo dia kenal Indonesia pasti sejak awal dia ga akan mau gabung danantara ,Utk org Indonesia Pasti taulah dgn pertanyaan ada apa itu oom Si Ray ini biarpun org hebat tp mungkin buta pengetahuan ttg Indonesia Kalo dia kenal Indonesia pasti sejak awal dia ga akan mau gabung danantara,0,0,True;;;
Inna lillaahi wa inna ilaihi roji'un. Dana anggaran Disabilitas DISERAHKAN untuk bancakan di Danantara! @prabowo #JokowiPawangPrabowo #JokowiPawangPrabowo https://t.co/I1mKPAWnk8,Inna lillaahi wa inna ilaihi rojiun Dana anggaran Disabilitas DISERAHKAN untuk bancakan di Danantara JokowiPawangPrabowo JokowiPawangPrabowo,0,0,True;;;
@dheppylovelly Masyarakat Indonesia siap kawal transparansi Danantara biar hasilnya benar-benar menguntungkan,Masyarakat Indonesia siap kawal transparansi Danantara biar hasilnya benarbenar menguntungkan,1,1,True;;;
Danantara mempercepat pertumbuhan ekonomi nasional. #Danantara #DukungDanantara #EkonomiStabil #StrategiOptimal https://t.co/ndtGruUIML,Danantara mempercepat pertumbuhan ekonomi nasional Danantara DukungDanantara EkonomiStabil StrategiOptimal,1,1,True;;;
Danantara Wujudkan Tata Kelola Investasi Nasional yang Optimal untuk kemajuan bangsa. #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/ISiHYcCGfN,Danantara Wujudkan Tata Kelola Investasi Nasional yang Optimal untuk kemajuan bangsa BPIDanantara PembangunanNasional SektorStrategis,1,1,True;;;
@JedTeguh03 Satu lagi gebrakan dari Presiden Prabowo support buat Danantara bikin makin optimis sama masa depan Indonesia,Satu lagi gebrakan dari Presiden Prabowo support buat Danantara bikin makin optimis sama masa depan Indonesia,1,1,True;;;
@profesor_saham Dalio males ngadepin danantara yg ngeyel pengen suntik garuda wkwkwkwkwkw,Dalio males ngadepin danantara yg ngeyel pengen suntik garuda wkwkwkwkwkw,0,0,True;;;
