Text,Text Clean,Label,Predicted Label,Correct;;;
pencapaian terbaikku bulan ini adalah berhasil memberikan pemahaman soal danantara uu tni dan ruu polri kepada salah satu temanku yg milih 02 ,pencapaian terbaikku bulan ini adalah berhasil memberikan pemahaman soal danantara uu tni dan ruu polri kepada salah satu temanku yg milih 02,2,1,False;;;
@kangrozin Memang itu Mas salah satu kalau bukan tujuan utamanya Danantara. Bikin investor asing lebih percaya masukin modal ke sini dengan put skin in the game.,Memang itu Mas salah satu kalau bukan tujuan utamanya Danantara Bikin investor asing lebih percaya masukin modal ke sini dengan put skin in the game,1,0,False;;;
@StefanAntonio__ Kok CNBC ngga ngemeng samsek tentang Danantara yah? https://t.co/Bc6F00P3km,Kok CNBC ngga ngemeng samsek tentang Danantara yah,2,0,False;;;
Orang Indo pada GR banget dah. Ini pasti udah dibikin sebelum dia gabung Danantara dan kelihatannya gak ada hubungannya buku ini sama itu. Emang pemerintah kita kacrut sih tp ya gak usah GR juga.,Orang Indo pada GR banget dah Ini pasti udah dibikin sebelum dia gabung Danantara dan kelihatannya gak ada hubungannya buku ini sama itu Emang pemerintah kita kacrut sih tp ya gak usah GR juga,2,0,False;;;
Tapi Danantara bukan PIF atau QIA. Gue gak lagi bahas asetnya soalnya pas dicek ternyata asetnya gak kalah jauh: PIF $925 miliar Danantara $900 miliar &amp; QIA $526 miliar. Potensi masalahnya ada di maladministrasi korupsi &amp; rekam jejak negara dalam mengelola dana umum. https://t.co/FtLRWhocP5,Tapi Danantara bukan PIF atau QIA Gue gak lagi bahas asetnya soalnya pas dicek ternyata asetnya gak kalah jauh PIF 925 miliar Danantara 900 miliar dan QIA 526 miliar Potensi masalahnya ada di maladministrasi korupsi dan rekam jejak negara dalam mengelola dana umum,0,2,False;
@TxtDariSabut @Intel_Imut @Uki23 bgm pendapat lu ternyata benar yang lu sebutkan presiden @prabowo ngajak Thaksin ke danantara,bgm pendapat lu ternyata benar yang lu sebutkan presiden ngajak Thaksin ke danantara,2,0,False;;;
trus tar gabung deh di danantara. kan perlu yang berpengalaman ,trus tar gabung deh di danantara kan perlu yang berpengalaman,0,1,False;;;
@DoankWarto Di kumpulkan semua di Danantara.,Di kumpulkan semua di Danantara,2,0,False;;;
@MariaAlkaff_ Makanya pencegahanya spt hilirisasi stop eksport nikel gas cpo itu dah bener krn diolah di indonesia Ada jg bank emas danantara dhe itu jg sudah on the track yg nguntungin indonesia Lihatlah tuh sekarang singapore malaysia pilipine hingga eropsh kelimpungan,Makanya pencegahanya spt hilirisasi stop eksport nikel gas cpo itu dah bener krn diolah di indonesia Ada jg bank emas danantara dhe itu jg sudah on the track yg nguntungin indonesia Lihatlah tuh sekarang singapore malaysia pilipine hingga eropsh kelimpungan,1,0,False;;;
@PebriyanDwi_P @satriohendri Jadi tolong yanh anda sangat ahli ini sebutkan 100 kekurangan dan kelebihan danantara.,Jadi tolong yanh anda sangat ahli ini sebutkan 100 kekurangan dan kelebihan danantara,2,0,False;;;
Rekam jejak Blair di berbagai proyek global tidak lepas dari konflik kepentingan. Ia pernah dikritik karena keterlibatannya dalam kebijakan yang menguntungkan korporasi besar. Apakah keterlibatannya di Danantara akan membawa keuntungan untuk rakyat? Atau memperkuat oligarki?,Rekam jejak Blair di berbagai proyek global tidak lepas dari konflik kepentingan Ia pernah dikritik karena keterlibatannya dalam kebijakan yang menguntungkan korporasi besar Apakah keterlibatannya di Danantara akan membawa keuntungan untuk rakyat Atau memperkuat oligarki,0,2,False;;;
yang harus dipantau: 1. kinerja presiden wapres para menteri 2. instansi instansi pemerintah 3. danantara 4. pertamina apa lagi ya,yang harus dipantau 1 kinerja presiden wapres para menteri 2 instansi instansi pemerintah 3 danantara 4 pertamina apa lagi ya,2,0,False;;;
@heuristic__ @Arie_Kriting Danantara calon pesaing berat,Danantara calon pesaing berat,1,0,False;;;
INDONESIA BAIK-BAIK SAJA. ISHG TURUN BUKAN KARENA RUU TNI DAN DANANTARA. A THREAD https://t.co/x0o3H9byYv,INDONESIA BAIKBAIK SAJA ISHG TURUN BUKAN KARENA RUU TNI DAN DANANTARA A THREAD,0,2,False;;;
@Jateng_Twit @Kemendag Politik bisnis bentar lg Sritex di ambil alih Danantara. Karena pengelolah nya orang super hebat cerdas lulusan UGM dan luar negeri,Politik bisnis bentar lg Sritex di ambil alih Danantara Karena pengelolah nya orang super hebat cerdas lulusan UGM dan luar negeri,2,0,False;;;
@KangManto123 Dasar ASING!!! GA MAU INDONESIA JD NEGARA KAYA KARENA DANANTARA INI FIX BERARTI DANANTARA SDH TEPAT BAKAL MEMBAWA INDONESIA MENJADI NEGARA BESAR KAYA RAYA ADIKUASA!!! MAKANYA BULE ASING ITU KAGAK SENENG DAN KABUR!!! (*Bissmilah semoga diterima jd satpam di kantornya),Dasar ASING GA MAU INDONESIA JD NEGARA KAYA KARENA DANANTARA INI FIX BERARTI DANANTARA SDH TEPAT BAKAL MEMBAWA INDONESIA MENJADI NEGARA BESAR KAYA RAYA ADIKUASA MAKANYA BULE ASING ITU KAGAK SENENG DAN KABUR Bissmilah semoga diterima jd satpam di kantornya,1,0,False;;;
@geloraco Terus DANANTARA buat apa?,Terus DANANTARA buat apa,2,0,False;;;
Danantara lah. Ape lagi.,Danantara lah Ape lagi,2,0,False;;;
bos danantara udh bilang naik turun itu biasa.. yg jadi pertanyaan turunnya sampe kapan? ,bos danantara udh bilang naik turun itu biasa yg jadi pertanyaan turunnya sampe kapan,0,2,False;;;
piye kabare negaramu lur? Danantara arep #FOMO #bitcoin ora?,piye kabare negaramu lur Danantara arep FOMO bitcoin ora,2,0,False;;;
@antikorupsi Hahahaha anda sesat pikir. Danantara adalah perusahaan ekuitas milik negara bila pengelola korupsi wajib dihukum.Bila dalam bisnis ada mengalami kerugian ya tidak bisa dihukum kecuali ada kongkalikong. Tamasek aja baru berdiri juga pernah rugi dalam investasi.,Hahahaha anda sesat pikir Danantara adalah perusahaan ekuitas milik negara bila pengelola korupsi wajib dihukumBila dalam bisnis ada mengalami kerugian ya tidak bisa dihukum kecuali ada kongkalikong Tamasek aja baru berdiri juga pernah rugi dalam investasi,1,0,False;;;
@KatolikG Danantara ga butuh dinasihati. Dia butuh diurapi. Sekian.,Danantara ga butuh dinasihati Dia butuh diurapi Sekian,1,0,False;;;
Gabung memajukan Danantara Gabung bentar nyari bahan buku ,Gabung memajukan Danantara Gabung bentar nyari bahan buku,0,1,False;;;
@idextratime Aman lah danantara,Aman lah danantara,1,0,False;;;
@faizalassegaf Jadi gini ya.. irlandia itu lagi bingung. .karena duit kebanyakan.. surplus.. akhirnya tu negara bikinlah danantara .. bukan makasih gaes https://t.co/MigZJ8kVwx,Jadi gini ya irlandia itu lagi bingung karena duit kebanyakan surplus akhirnya tu negara bikinlah danantara bukan makasih gaes,1,0,False;;;
@tempodotco Masukin saja ke danantara prabowo brothers &amp; co.,Masukin saja ke danantara prabowo brothers dan co,0,2,False;;
CEO Badan Pengelola Investasi Daya Anagata Nusantara Rosan Perkasa Roeslani resmi mengumumkan struktur lengkap pengurus Danantara. #Loungepedia #ReadinPeace #ThaksinShinawatra #Thailand #Danantara #Prabowo #News https://t.co/pyM5j6Wcb3,CEO Badan Pengelola Investasi Daya Anagata Nusantara Rosan Perkasa Roeslani resmi mengumumkan struktur lengkap pengurus Danantara Loungepedia ReadinPeace ThaksinShinawatra Thailand Danantara Prabowo News,1,2,False;;;
terjun bebas wkwk jaya danantara,terjun bebas wkwk jaya danantara,0,1,False;;;
@Marimar_Aauw Belum yang Danantara lho. 300 T tuh. Berarti selama ini duit ada kan. Tapi ntah diapain tuh duit sama pemerintah ,Belum yang Danantara lho 300 T tuh Berarti selama ini duit ada kan Tapi ntah diapain tuh duit sama pemerintah,2,0,False;;;
@ImamSetiya87398 @CakPegel Harusnya buat invest DANANTARA sih,Harusnya buat invest DANANTARA sih,1,2,False;;;
Masa depan sejahtera dengan Joint Fund Rp 67 5 Triliun Rupiah dari Kerjasama Danantara arahan Presiden Prabowo. #DanantaraUntukIndonesia https://t.co/d6i3qakTKB,Masa depan sejahtera dengan Joint Fund Rp 67 5 Triliun Rupiah dari Kerjasama Danantara arahan Presiden Prabowo DanantaraUntukIndonesia,1,0,False;;;
Baiknya Indonesia bisa punya peluang masuknya investor scr besar2an Atau buruknya Seluruh pinjaman/loan &amp; nilai investasi dr asing ditarik scr besar2an utk membayar semua kerugian mereka Danantara harus selalu waspada asing bisa mengincar dana ini dgn alasan tsb. Hati2!,Baiknya Indonesia bisa punya peluang masuknya investor scr besar2an Atau buruknya Seluruh pinjamanloan dan nilai investasi dr asing ditarik scr besar2an utk membayar semua kerugian mereka Danantara harus selalu waspada asing bisa mengincar dana ini dgn alasan tsb Hati2,2,0,False;;
@slmrrzq Gak ada Pertamina di Malang?,Gak ada Pertamina di Malang,2,0,False;;;
@ArdyaDipta Maksudnya bpk itu curhat ya stlh berenti dr Danantara?,Maksudnya bpk itu curhat ya stlh berenti dr Danantara,2,0,False;;;
BP Danantara Ditunda DPR Dorong Penguatan Tata Kelola BUMN yang Berkelanjutan https://t.co/NTTTFuT5IS,BP Danantara Ditunda DPR Dorong Penguatan Tata Kelola BUMN yang Berkelanjutan,2,1,False;;;
@browgenius Tahun 2030: Tempat ini dulunya bekas kantor danantara,Tahun 2030 Tempat ini dulunya bekas kantor danantara,0,2,False;;;
